blog_link,title,date,topic,label,brief,claim,fact_check,tags,claim_name_entity,claim_organisation_entity,claim_location_entity,claim_misc_entity,fact_check_name_entity,fact_check_organisation_entity,fact_check_location_entity,fact_check_misc_entity
https://www.facebook.com/100064299542535/posts/509400407879940,هل قررت السفارة الأمريكية منح تأشيرات مجانية لليبيين؟ الحقيقة وراء الادعاءات.,2022-12-04,منوعات,غير صحيح,,,,"صحافة , اعلام",,,"ليبيا
الولايات المتحدة
الولابات المتحدة الأمريكية",,,,"ليبيا
الولايات المتحدة
الولابات المتحدة الأمريكية",
https://www.facebook.com/105233207808602/posts/545066623825256,تكذيب خبر انتحار مصطفى البركولي: الحقيقة وراء الادعاء الكاذب,2022-06-16,منوعات,غير صحيح,,,,"صحافة , اعلام",مصطفى البركولي,,,,مصطفى البركولي,,,
https://www.facebook.com/100064299542535/posts/554310730055574,هل أعلنت دار الإفتاء الليبية وصول عدد حافظي القرآن الكريم في ليبيا إلى 2 مليون و 300 ألف حافظ لسنة 2023؟,2023-02-02,منوعات,غير صحيح,,,,"صحافة , اعلام",,نورني,"ليبيا
طرابلس",القرآن,,نورني,"ليبيا
طرابلس",القرآن
https://www.facebook.com/105233207808602/posts/473911694274083,فحص الادعاء حول تصنيف ليبيا كأكثر مكان ملتزم دينياً في العالم,2022-02-27,منوعات,غير صحيح,,,,"صحافة , اعلام",,statista,"ليبيا
إثيوبيا
مصر
إندونيسيا",,,statista,"ليبيا
إثيوبيا
مصر
إندونيسيا",
https://www.facebook.com/105233207808602/posts/198544141810841,فحص حقيقة ادعاءات صفحة طرابلس بشأن آثار لقاح شركة فايزر,2020-12-13,منوعات,غير صحيح جزئياً,,,,"صحافة , اعلام",,"dailymail
دايلي ميل
طرابلس
fda
فايزر
FDA",,"كورونا
بيل
الإنفلونزا
فايروس",,"dailymail
دايلي ميل
طرابلس
fda
فايزر
FDA",,"كورونا
بيل
الإنفلونزا
فايروس"
https://www.facebook.com/105233207808602/posts/126154152383174,تحقق: هل فيديو ظاهرة غريبة في سماء السعودية مفبرك؟,2020-05-10,منوعات,غير صحيح,,,,"صحافة , اعلام",yassine aouadi,"ويوتيوب
الفيسبوك","الهند
السعودية","الكعبة
الكوبرا",yassine aouadi,"ويوتيوب
الفيسبوك","الهند
السعودية","الكعبة
الكوبرا"
https://www.facebook.com/105233207808602/posts/123657875966135,هل يمكن لفيسبوك مراقبة النشاط على الهاتف حتى خارج التطبيق؟,2020-05-03,منوعات,غير صحيح,,,,"صحافة , اعلام",,"facebook
نورني
الفيسبوك
فيسبوك",,,,"facebook
نورني
الفيسبوك
فيسبوك",,
https://www.facebook.com/100064299542535/posts/637424535077526,حقيقة توضيح قوائم الإيفاد إلى تركيا وتحقق من الادعاءات على منصة نورني,2023-06-22,منوعات,تحقيقات,,,,"صحافة , اعلام",,نورني,"تركيا
طرابلس",,,نورني,"تركيا
طرابلس",
https://www.facebook.com/105233207808602/posts/387753492889904,هل رفض وزير المالية المنحة التي أقرها البرلمان الليبي؟,2021-10-13,منوعات,غير صحيح,,,,"صحافة , اعلام",,"غريان
snapc",ليبيا,"قهوة الابرق
دينار",,"غريان
snapc",ليبيا,"قهوة الابرق
دينار"
https://www.facebook.com/105233207808602/posts/126588342339755,حقيقة البحث علماء الفلك عن أقرب ثقب أسود إلى الأرض,2020-05-11,منوعات,صحيح,,,,"صحافة , اعلام",,BBC,,,,BBC,,
https://www.facebook.com/105233207808602/posts/124204712578118,هل تم نقل نصب الشيطان إلى جبل عرفة؟ - الحقيقة وراء الادعاءات,2020-05-05,منوعات,غير صحيح,,,,"صحافة , اعلام","باتريسيا بلاكويل غاري
Obelisk
جورج واشنطن
لأخناتون
رع
نورني","ancient
Egyptian
ويكيبيديا
إسلام ويب
islamweb
worldhistory","واشنطن
السعودية
عرفات
أمريكا
بمنى
نيويورك
مصر
منى
عرفة
بعرفة",,"باتريسيا بلاكويل غاري
Obelisk
جورج واشنطن
لأخناتون
رع
نورني","ancient
Egyptian
ويكيبيديا
إسلام ويب
islamweb
worldhistory","واشنطن
السعودية
عرفات
أمريكا
بمنى
نيويورك
مصر
منى
عرفة
بعرفة",
https://www.facebook.com/100064299542535/posts/612340914252555,تحقق: هل الصورة المعدلة لطفل رضيع بلحية كاملة حقيقية؟,2023-05-10,منوعات,غير صحيح,,,,"صحافة , اعلام",,"FaceApp
blogbyraja",,,,"FaceApp
blogbyraja",,
https://www.facebook.com/105233207808602/posts/543368083995110,تحقق: هل افتتحت المرأة في الصورة أول ورشة نسائية لتصليح السيارات في ليبيا؟,2022-06-14,منوعات,غير صحيح,,,,"صحافة , اعلام",,,"ليبيا
العراق",,,,"ليبيا
العراق",
https://www.facebook.com/105233207808602/posts/462527345412518,هل قررت اليابان منع زواج المرأة 100 يوم بعد الانفصال؟ - كذبة مضللة,2022-02-09,منوعات,غير صحيح,,,,"صحافة , اعلام",,عربي بوست,اليابان,,,عربي بوست,اليابان,
https://www.facebook.com/105233207808602/posts/132352048430051,تفنيد خبر خروج العائلات من سبها خوفًا من كورونا,2020-05-28,منوعات,غير صحيح,,,,"صحافة , اعلام",,,سبها,"كورونا
الله",,,سبها,"كورونا
الله"
https://www.facebook.com/105233207808602/posts/129514775380445,كشف حقيقة تصريحات البروفيسور الياباني الحائز على جائزة نوبل حول فيروس كورونا,2020-05-19,منوعات,غير صحيح,,,,"صحافة , اعلام","نورني
تاسوكو هونجو","kyoto
ووهان
جامعة كيوتو","koto
الصين","كورونا
COVID
نوبل","نورني
تاسوكو هونجو","kyoto
ووهان
جامعة كيوتو","koto
الصين","كورونا
COVID
نوبل"
https://www.facebook.com/100064299542535/posts/536739625146018,تحقق: هل توفي الشاب صالح فتحي اخليف بسبب سقوط صاروخ عليه؟,2023-01-08,منوعات,غير صحيح,,,,"صحافة , اعلام","صالح بوحوية
صالح فتحي اخليف",,"ليبيا
بنغازي",الله,"صالح بوحوية
صالح فتحي اخليف",,"ليبيا
بنغازي",الله
https://www.facebook.com/105233207808602/posts/388032162862037,حقيقة خبر بقاء مايكل شوماخر 6 سنوات في غيبوبة وإفلاسه بسبب العلاج,2021-10-13,منوعات,غير صحيح جزئياً,,,,"صحافة , اعلام","شومار
مايكل شوماخر
melancholy
michael
شوماخر","bbc
thesun
the sun
celebrity","دمشق
طرطوس","دولار
permalink","شومار
مايكل شوماخر
melancholy
michael
شوماخر","bbc
thesun
the sun
celebrity","دمشق
طرطوس","دولار
permalink"
https://www.facebook.com/105233207808602/posts/130595971938992,تحقق: هل يوم الأحد هو أول أيام العيد؟,2020-05-22,منوعات,صحيح,,,,"صحافة , اعلام",,astronomynow,"ليبيا
سمنو",,,astronomynow,"ليبيا
سمنو",
https://www.facebook.com/100064299542535/posts/637213725098607,كذبة: قرارات وهمية بإيفاد سيدة مسنة وفتاة للدراسة في تركيا من وزارة التعليم العالي,2023-06-22,منوعات,غير صحيح,,,,"صحافة , اعلام",علي أحمد سالم,moe,"ليبيا
تركيا",,علي أحمد سالم,moe,"ليبيا
تركيا",
https://www.facebook.com/100064299542535/posts/494222049397776,توضيح حقيقة الصورة المعدلة لحفيد الزعيم الليبي الراحل معمر القذافي,2022-11-13,منوعات,تحقيقات,,,,"صحافة , اعلام","نورني
معمر",Face,,,"نورني
معمر",Face,,
https://www.facebook.com/100064299542535/posts/467467375406577,فيديو رد خليفة حفتر على وزير الدفاع التركي: ادعاء كاذب وفيديو قديم,2022-10-09,منوعات,غير صحيح,,,,"صحافة , اعلام",خليفة حفتر,,,,خليفة حفتر,,,
https://www.facebook.com/105233207808602/posts/458706749127911,تحقق: هل هذه الصور في بنغازي أم في العراق؟,2022-02-03,منوعات,غير صحيح,,,,"صحافة , اعلام",Baghdad24,جامعة الإسراء,"بنغازي
العراق
الموصل",,Baghdad24,جامعة الإسراء,"بنغازي
العراق
الموصل",
https://www.facebook.com/105233207808602/posts/128974202101169,تحقق: تأكيد جهاز النهر الصناعي بشأن جدول إعادة تشغيل الآبار,2020-05-17,منوعات,تحقيقات,,,,"صحافة , اعلام",,,"ليبيا
طرابلس",الله,,,"ليبيا
طرابلس",الله
https://www.facebook.com/105233207808602/posts/115515070113749,كشف حقيقة الادعاءات المضللة حول تصنيع فيروس كورونا واعتقال عالم في أمريكا,2020-04-15,منوعات,غير صحيح,,,,"صحافة , اعلام","china
تشارلز ليبر
Zaosong
يي
Yanqing Ye
يانغينغ
زوسونغ زينغ
تشنغ
ليبر
ليلينج
Zheng
بو
نورني
أندرو ليلينج","BBC
WCVB
جيش التحرير الشعبي
هارفارد
الجامعة الوطنية الصينية لتكنولوجيا الدفاع
جامعة هارفارد
بجامعة
bbc
جامعة بوسطن
جامعة
بيث ديكونيس
wcvb
alhurra
الحرة","أمريكا
وأمريكا
بكين
بوسطن
موكلي
ليلينج
الصين
الولايات المتحدة
للصين
بالصين","كورونا
دولار
فايروس","china
تشارلز ليبر
Zaosong
يي
Yanqing Ye
يانغينغ
زوسونغ زينغ
تشنغ
ليبر
ليلينج
Zheng
بو
نورني
أندرو ليلينج","BBC
WCVB
جيش التحرير الشعبي
هارفارد
الجامعة الوطنية الصينية لتكنولوجيا الدفاع
جامعة هارفارد
بجامعة
bbc
جامعة بوسطن
جامعة
بيث ديكونيس
wcvb
alhurra
الحرة","أمريكا
وأمريكا
بكين
بوسطن
موكلي
ليلينج
الصين
الولايات المتحدة
للصين
بالصين","كورونا
دولار
فايروس"
https://www.facebook.com/105233207808602/posts/131533145178608,تحقق: خبر ترحيل الطلاب وبدء الدراسة في شهر 11 منشور على صفحة مزيفة,2020-05-25,منوعات,غير صحيح,,,,"صحافة , اعلام",,,,,,,,
https://www.facebook.com/105233207808602/posts/129173912081198,حقيقة توفر الوقود في بنغازي ونفي النقص المزعوم,2020-05-18,منوعات,غير صحيح,,,,"صحافة , اعلام","نورني
بن دردف
عادل بن دردف",البريقة,"ليبيا
بنغازي",,"نورني
بن دردف
عادل بن دردف",البريقة,"ليبيا
بنغازي",
https://www.facebook.com/100064299542535/posts/504919704994677,هل صورة الأب والابن الملتقطة في طرابلس ليبيا حقيقية؟,2022-11-28,منوعات,غير صحيح,,,,"صحافة , اعلام","موسى بوغراب
نورني
محاد عبدالقادر",,"ليبيا
الجزائر
جلفة
طرابلس",,"موسى بوغراب
نورني
محاد عبدالقادر",,"ليبيا
الجزائر
جلفة
طرابلس",
https://www.facebook.com/105233207808602/posts/124692192529370,فحص حقيقة انقطاع الإنترنت عن ليبيا يوم الخميس,2020-05-06,منوعات,غير صحيح,,,,"صحافة , اعلام",,,ليبيا,,,,ليبيا,
https://www.facebook.com/100064299542535/posts/636216098531703,هل قرر وزير التعليم العالي إنشاء مركز لعلوم النيازك والفضاء في الزنتان؟ ادعاء كاذب يتم تفنيده,2023-06-20,منوعات,غير صحيح,,,,"صحافة , اعلام",علي أحمد سالم,,"الزنتان
ليبيا",,علي أحمد سالم,,"الزنتان
ليبيا",
https://www.facebook.com/100064299542535/posts/426793939473921,فحص حقيقة صورة سفينة Logos Hope في بنغازي: ادعاء كاذب,2022-08-13,منوعات,غير صحيح,,,,"صحافة , اعلام",,logoshope,"بنغازي
المرج
مالطا
فاليتا",Logos hope,,logoshope,"بنغازي
المرج
مالطا
فاليتا",Logos hope
https://www.facebook.com/105233207808602/posts/456694542662465,تحقق: هل الصورة المنشورة تُظهر سلحفاة بدون صدفة أم ضفدع؟,2022-01-31,منوعات,تحقيقات,,,,"صحافة , اعلام",Glyphoglossus,ويكيبيديا,,Glyphoglossus,Glyphoglossus,ويكيبيديا,,Glyphoglossus
https://www.facebook.com/105233207808602/posts/127650228900233,1. هل تصريحات مسؤول في منظمة الصحة العالمية بشأن تحويل فيروس كورونا إلى فيروس مزمن صحيحة؟,2020-05-14,منوعات,صحيح,,,,"صحافة , اعلام","مايكل رايان
رايان","لمنظمة الصحة العالمية
منظمة الصحة العالمية
who",,"كورونا
الله
الإيدز
بالإيدز
فايروس","مايكل رايان
رايان","لمنظمة الصحة العالمية
منظمة الصحة العالمية
who",,"كورونا
الله
الإيدز
بالإيدز
فايروس"
https://www.facebook.com/100064299542535/posts/517898950363419,كذبة مقطع الفيديو المزعوم: المذيعة التي تبكي بعد عرض صورة مواطن ليبي محتجز في أمريكا,2022-12-14,منوعات,غير صحيح,,,,"صحافة , اعلام","مسعود أبو عجيلة
أبوعجيلة مسعود
دالين مهرات",أورينت,"سوريا
أمريكا
لوكربي",,"مسعود أبو عجيلة
أبوعجيلة مسعود
دالين مهرات",أورينت,"سوريا
أمريكا
لوكربي",
https://www.facebook.com/100064299542535/posts/441831497970165,هل ماء الجرة حي؟ ادعاء مضلل يحتاج إلى تحقق الحقائق,2022-09-05,منوعات,غير صحيح,,,,"صحافة , اعلام",,"mypurewater
fda
reference
my pure water",,,,"mypurewater
fda
reference
my pure water",,
https://www.facebook.com/105233207808602/posts/499022548429664,هل الصورة في ليبيا أم الأردن؟ - تحقق من الادعاءات المضللة,2022-04-07,منوعات,غير صحيح,,,,"صحافة , اعلام","عبد الرحمن عبد الخالق
Kufra","ويكيميديا
كومنز","وادي رم
jordan
الكفرة
الأردن
ليبيا",,"عبد الرحمن عبد الخالق
Kufra","ويكيميديا
كومنز","وادي رم
jordan
الكفرة
الأردن
ليبيا",
https://www.facebook.com/105233207808602/posts/441702304161689,حقيقة دعوة بريطانيا لمواطنيها بضرورة مغادرة ليبيا فورا,2022-01-06,منوعات,غير صحيح,,,,"صحافة , اعلام",,FCDO,"ليبيا
libya
بليبيا
بريطانيا",,,FCDO,"ليبيا
libya
بليبيا
بريطانيا",
https://www.facebook.com/105233207808602/posts/386248279707092,حقيقة الادعاء حول كاميروني يُعلن إسلامه في لبنان للحصول على تبرعات,2021-10-11,منوعات,غير صحيح,,,,"صحافة , اعلام","عبدالله بن عمر قشقش
بيلو
nafezat",,"ليبيا
طرابلس
لبنان","الإسلام
permalink","عبدالله بن عمر قشقش
بيلو
nafezat",,"ليبيا
طرابلس
لبنان","الإسلام
permalink"
https://www.facebook.com/105233207808602/posts/140614537603802,حقيقة قرار وزارة الحج السعودية بإقامة حج هذا العام بأعداد محدودة,2020-06-22,منوعات,صحيح,,,,"صحافة , اعلام",,,,,,,,
https://www.facebook.com/105233207808602/posts/138652764466646,توثيق: صور الرئيس الليبي الراحل معمر القذافي في مظاهرات أمريكا غير حقيقية,2020-06-16,منوعات,غير صحيح,,,,"صحافة , اعلام","cornelvanheerden
معمر القذافي",,"أفريقيا
أمريكا",,"cornelvanheerden
معمر القذافي",,"أفريقيا
أمريكا",
https://www.facebook.com/100064299542535/posts/535076968645617,حقيقة الصورة المضللة للشاب النائم بجوار قبر والدته وتضليل مكان التقاطها,2023-01-06,منوعات,غير صحيح,,,,"صحافة , اعلام",عائد سالم,,"ليبيا
فلسطين","كورونا
القرآن الكريم
التقنية",عائد سالم,,"ليبيا
فلسطين","كورونا
القرآن الكريم
التقنية"
https://www.facebook.com/105233207808602/posts/117089316622991,تكذيب خبر شفاء المصابين بفيروس كورونا في مركز بنغازي الطبي,2020-04-18,منوعات,غير صحيح,,,,"صحافة , اعلام",,فيسبوك,بنغازي,كورونا,,فيسبوك,بنغازي,كورونا
https://www.facebook.com/100064299542535/posts/463712062448775,هل الصورة المتداولة لقوات مجهولة تحاصر منزل رئيس الحكومة الليبية عبد الحميد الدبيبة حقيقية؟,2022-10-04,منوعات,غير صحيح,,,,"صحافة , اعلام","عبد الحميد الدبيبة
فتحي باشاغا",LibyaReview,,,"عبد الحميد الدبيبة
فتحي باشاغا",LibyaReview,,
https://www.facebook.com/100064299542535/posts/419413696878612,1. هل حدثت مكالمة بين دونالد ترامب وصدام حسين؟ الحقيقة وراء المقطع المنتشر,2022-08-02,منوعات,غير صحيح,,,,"صحافة , اعلام","صدام حسين
انريكي بينا نيتو
دونالد
أحمد القوران
دونالد ترامب","tiktok
arts
تيك توك
الغارديان",,,"صدام حسين
انريكي بينا نيتو
دونالد
أحمد القوران
دونالد ترامب","tiktok
arts
تيك توك
الغارديان",,
https://www.facebook.com/105233207808602/posts/383905013274752,تحقق: هل أعلن ابن عقيلة صالح ترشحه في الانتخابات القادمة؟,2021-10-07,منوعات,غير صحيح,,,,"صحافة , اعلام","عقيلة صالح
عقيله صالح
فتحي عقيلة صالح","permalink
LailatElfatah1969
pzekaundu
FACEAPP
anti",,permalink,"عقيلة صالح
عقيله صالح
فتحي عقيلة صالح","permalink
LailatElfatah1969
pzekaundu
FACEAPP
anti",,permalink
https://www.facebook.com/105233207808602/posts/125385609126695,حقيقة معلومة مضللة: هل ذكر فايروس كورونا في القرآن؟,2020-05-07,منوعات,غير صحيح,,,,"صحافة , اعلام",,,,"كورونا
القرآن
فايروس",,,,"كورونا
القرآن
فايروس"
https://www.facebook.com/105233207808602/posts/119522836379639,تحقق: قرار حظر التجول الجديد لحكومة الوفاق في ليبيا,2020-04-23,منوعات,صحيح,,,,"صحافة , اعلام",فايز السراج,,,,فايز السراج,,,
https://www.facebook.com/100064299542535/posts/628102056009774,فحص حقيقة ادعاء اكتشاف مومياء في ليبيا,2023-06-06,منوعات,غير صحيح,,,,"صحافة , اعلام",Tashwinat,"newscientist
alamy
thehindu","ليبيا
البيرو
أكاكوس","طفل ديتمولد
تاشوينات",Tashwinat,"newscientist
alamy
thehindu","ليبيا
البيرو
أكاكوس","طفل ديتمولد
تاشوينات"
https://www.facebook.com/100064299542535/posts/569590881860892,فحص صورة الشاب الذي انتحل صفة امرأة لدخول خيمة عرس في ليبيا والحقيقة وراءها,2023-02-24,منوعات,غير صحيح,,,,"صحافة , اعلام","أورتيز
سيزار أورتيز","روتيلا
faceofmalawi","ليبيا
تاكومبو
الباراغواي",,"أورتيز
سيزار أورتيز","روتيلا
faceofmalawi","ليبيا
تاكومبو
الباراغواي",
https://www.facebook.com/100064299542535/posts/474565888030059,هل قررت الحكومة منح منحة للزواج بالزوجة الثانية؟ خبر مضلل يتم تداوله بشكل غير صحيح,2022-10-18,منوعات,غير صحيح,,,,"صحافة , اعلام",,التناصح,,دينار,,التناصح,,دينار
https://www.facebook.com/105233207808602/posts/545778810420704,فحص حقيقة صورة الحقول في مدينة المرج الليبية,2022-06-17,منوعات,غير صحيح,,,,"صحافة , اعلام",نورني,,"المرج
كراكوف
بولندا
سيلوزوا",,نورني,,"المرج
كراكوف
بولندا
سيلوزوا",
https://www.facebook.com/105233207808602/posts/334440794887841,تصحيح: هند القاسمي لم تشغل منصبًا في مجلس إدارة مؤسسة النفط الليبية والاستثمار العسكري,2021-07-23,منوعات,تحقيقات,,,,"صحافة , اعلام","بهند القاسمي
هند القاسمي",,موناكو,,"بهند القاسمي
هند القاسمي",,موناكو,
https://www.facebook.com/105233207808602/posts/140612397604016,هل مرض كاوساكي أخطر من فيروس كورونا؟ تحقق من صحة الادعاءات حول تشخيص الإصابة بمرض كاوساكي,2020-06-22,منوعات,غير صحيح,,,,"صحافة , اعلام","كاواساكي
Kawasaki","ناتشر
EX
nature
kawasaki
ncbi",إيطاليا,"كورونا
كاوساكي
بكورونا
فايروس
كاواساكي
بكوفيد
ويكيبيديا","كاواساكي
Kawasaki","ناتشر
EX
nature
kawasaki
ncbi",إيطاليا,"كورونا
كاوساكي
بكورونا
فايروس
كاواساكي
بكوفيد
ويكيبيديا"
https://www.facebook.com/105233207808602/posts/127523082246281,تحقق: هل فتحت المساجد في ألمانيا مع اتباع الإجراءات الوقائية؟,2020-05-13,منوعات,صحيح,,,,"صحافة , اعلام",,DW,"بألمانيا
ألمانيا",,,DW,"بألمانيا
ألمانيا",
https://www.facebook.com/105233207808602/posts/115714766760446,كيف تمييز الأدوية المعتمدة للوقاية من فيروس كورونا على مواقع التواصل الاجتماعي؟,2020-04-15,منوعات,تحقيقات,,,,"صحافة , اعلام",,"who . int
منظمة الصحة العالمية
who
قوقل",ليبيا,"كورونا
الله
لفايروس
coronavirus
Coronavirus",,"who . int
منظمة الصحة العالمية
who
قوقل",ليبيا,"كورونا
الله
لفايروس
coronavirus
Coronavirus"
https://www.facebook.com/100064299542535/posts/642795194540460,تحقق: هل صور القلاع هذه حقيقية؟,2023-07-02,منوعات,غير صحيح,,,,"صحافة , اعلام",,nawerny,,,,nawerny,,
https://www.facebook.com/100064299542535/posts/511979464288701,هل يزور الشيخ عثمان الخميس ليبيا لمسابقة حفظ القرآن الكريم؟ - ادعاء كاذب,2022-12-08,منوعات,غير صحيح,,,,"صحافة , اعلام","عثمان الخميس
عثمان
عبدالسلام عيسى قحواط
othmanalkamees","وتويتر
تويتر","ليبيا
بطرابلس
طرابلس",القرآن,"عثمان الخميس
عثمان
عبدالسلام عيسى قحواط
othmanalkamees","وتويتر
تويتر","ليبيا
بطرابلس
طرابلس",القرآن
https://www.facebook.com/100064299542535/posts/458095659677082,تحقق: هل الصورة المتداولة لشخص متهم بالمشاركة في محاولة انقلاب بطرابلس الليبية مفبركة؟,2022-09-27,منوعات,غير صحيح,,,,"صحافة , اعلام",أسامة مفتاح اشتيوي,,"ليبيا
بطرابلس
طرابلس",الله,أسامة مفتاح اشتيوي,,"ليبيا
بطرابلس
طرابلس",الله
https://www.facebook.com/105233207808602/posts/403347294663857,هل ظهر متحور خطير يسمى هيهي؟ تحقق من صحة الادعاءات,2021-11-06,منوعات,غير صحيح,,,,"صحافة , اعلام",هيهي,"لمنظمة الصحة العالمية
who . int
منظمة الصحة العالمية","الصين
لأوروبا","كورونا
هيهي
دلتا بلس",هيهي,"لمنظمة الصحة العالمية
who . int
منظمة الصحة العالمية","الصين
لأوروبا","كورونا
هيهي
دلتا بلس"
https://www.facebook.com/100064299542535/posts/563165449170102,تداول صورة مزيفة عن تمثال أسد في بلدية مسلاتة: حقيقة الادعاءات الساخرة على وسائل التواصل الاجتماعي,2023-02-15,منوعات,غير صحيح,,,,"صحافة , اعلام",نورني,بي بي سي عربي,"باتنة
الجزائر
مسلاتة
الشمرة
ليبيا",تريندينغ,نورني,بي بي سي عربي,"باتنة
الجزائر
مسلاتة
الشمرة
ليبيا",تريندينغ
https://www.facebook.com/100064299542535/posts/542338647919449,فحص مدعاة: هل الكيك الذي زعم أنه من صنع طباخ ليبي فاز بجائزة أجمل كيكة بالعالم؟,2023-01-17,منوعات,غير صحيح,,,,"صحافة , اعلام",إيما جين,,,,إيما جين,,,
https://www.facebook.com/100064299542535/posts/540976711388976,تحقق: هل الصور التي تظهر الثلوج في غريان أم البيضاء حديثة أم قديمة؟,2023-01-14,منوعات,غير صحيح,,,,"صحافة , اعلام","نورني
سعد أمين",,"غريان
الجبل الأخضر
البيضاء",,"نورني
سعد أمين",,"غريان
الجبل الأخضر
البيضاء",
https://www.facebook.com/100064299542535/posts/510213811131933,نفي تداول صورة مجسم غير موجود في ميدان الغزالة في طرابلس,2022-12-05,منوعات,صحيح,,,,"صحافة , اعلام",,راديسون بلو,طرابلس,,,راديسون بلو,طرابلس,
https://www.facebook.com/100064299542535/posts/440112464808735,تكذيب خبر وصول الحبوني إلى الإسكندرية في نصف يوم سيرًا على الأقدام,2022-09-02,منوعات,غير صحيح,,,,"صحافة , اعلام","عبدالعالي الحبوني
الحبوني",فيسبوك,"السلوم
الإسكندرية
سيدي براني",,"عبدالعالي الحبوني
الحبوني",فيسبوك,"السلوم
الإسكندرية
سيدي براني",
https://www.facebook.com/105233207808602/posts/485092316489354,هل أعلن الصديق الكبير تغيير سعر صرف الدينار الليبي؟ - نفي الادعاء الخاطئ,2022-03-17,منوعات,غير صحيح,,,,"صحافة , اعلام",,"مصرف ليبيا المركزي
CentralBankofLibya",طرابلس,الدينار,,"مصرف ليبيا المركزي
CentralBankofLibya",طرابلس,الدينار
https://www.facebook.com/105233207808602/posts/480931616905424,"تحقق: هل الصورة المنتشرة لحلقة من مسلسل ""سيمبسون"" تتوقع حرب أوكرانيا؟",2022-03-10,منوعات,غير صحيح,,,,"صحافة , اعلام",فلاديمير بوتين,,أوكرانيا,"ويكيبيديا
سيمبسون",فلاديمير بوتين,,أوكرانيا,"ويكيبيديا
سيمبسون"
https://www.facebook.com/105233207808602/posts/480265480305371,كشف حقيقة الأنباء الكاذبة عن صدور قوائم الحاصلين على القروض من مصرف الادخار والاستثمار العقاري,2022-03-09,منوعات,غير صحيح,,,,"صحافة , اعلام","نورني
الهليب
علي الهليب","مصرف الادخار والاستثمار العقاري
مصرف الادخار",,,"نورني
الهليب
علي الهليب","مصرف الادخار والاستثمار العقاري
مصرف الادخار",,
https://www.facebook.com/105233207808602/posts/436172481381338,حقيقة صورة الأشقاء المكفوفين من #بنغازي وادعاء حفظهم للقرآن كاملا يوم أمس,2021-12-29,منوعات,غير صحيح,,,,"صحافة , اعلام",,"اليوم السابع
alwan
youm7
الوطن نيوز","ليبيا
بنغازي
جمهورية مصر العربية",القرآن,,"اليوم السابع
alwan
youm7
الوطن نيوز","ليبيا
بنغازي
جمهورية مصر العربية",القرآن
https://www.facebook.com/105233207808602/posts/416334130031840,تحقق: هل هذه الصورة لشجرة غريبة حقيقية أم عمل فني للفنانة كيم جراهام؟,2021-11-26,منوعات,غير صحيح,,,,"صحافة , اعلام",كيم جراهام,stoneartblog,,,كيم جراهام,stoneartblog,,
https://www.facebook.com/105233207808602/posts/394520342213219,فحص حقيقة ادعاء اقتراب إعصار مدمر من ليبيا,2021-10-23,منوعات,غير صحيح,,,,"صحافة , اعلام",,"windy
bbc","ليبيا
facebook
البحر الأبيض المتوسط",فيس,,"windy
bbc","ليبيا
facebook
البحر الأبيض المتوسط",فيس
https://www.facebook.com/105233207808602/posts/128510322147557,حقيقة ظاهرة السبات الشمسي: هل هناك خطر على نهاية العالم؟,2020-05-16,منوعات,صحيح,,,,"صحافة , اعلام",,EnlightMyMind,,,,EnlightMyMind,,
https://www.facebook.com/100064299542535/posts/639718174848162,"تحقق: هل وضعت لافتة في طرابلس تقول ""المخدرات بروحها مش حل""؟",2023-06-26,منوعات,غير صحيح,,,,"صحافة , اعلام",نورني,,"الودان
طرابلس",,نورني,,"الودان
طرابلس",
https://www.facebook.com/100064299542535/posts/619501113536535,تحقق: هل فاز الرياضي الليبي يوسف دحمان بذهبية ماراثون الرمال في المغرب؟,2023-05-22,منوعات,غير صحيح,,,,"صحافة , اعلام","يوسف دحمان
يوسف",نورني,"بالصحراء المغربية
غات","ماراثون
الرمال","يوسف دحمان
يوسف",نورني,"بالصحراء المغربية
غات","ماراثون
الرمال"
https://www.facebook.com/100064299542535/posts/527039096116071,"تكذيب شائعة وفاة الفنان السوري ""سلوم حداد"" ونفيها من قبل نقابة الفنانين السوريين",2022-12-25,منوعات,غير صحيح,,,,"صحافة , اعلام",سلوم حداد,FactCheck,"الجزائر
تونس
سوريا
مصر
ليبيا",,سلوم حداد,FactCheck,"الجزائر
تونس
سوريا
مصر
ليبيا",
https://www.facebook.com/100064299542535/posts/510254157794565,Fact-Check: Truth Behind Claim of Delivery Worker's Stolen Bike Picture in Benghazi,2022-12-05,منوعات,غير صحيح,,,,"صحافة , اعلام","ALiCzsa963noNxXu9ipzTLMTAMUPKEdlRA
Erbil
claim
FidGby
samsung","Erbil
Cristal
Crystal Hotel","Erbil
Kurdistan
Iraqi
Benghazi
Libya",,"ALiCzsa963noNxXu9ipzTLMTAMUPKEdlRA
Erbil
claim
FidGby
samsung","Erbil
Cristal
Crystal Hotel","Erbil
Kurdistan
Iraqi
Benghazi
Libya",
